symbol,entry_date,exit_date,signal,confidence,entry_price,exit_price,return_pct,correct,off_exchange_pct,off_exchange_trend,price_change_before,volume_trend,holding_days,week_start,month
RKLB,2025-07-17,2025-07-24,SELL_MODERATE,3,51.33000183105469,48.130001068115234,6.234172314023668,True,48.32609373404581,74.66397950864037,7.632634324101472,1.2732092168408156,5,Thu,7
QS,2025-07-17,2025-07-24,SELL_MODERATE,3,13.600000381469728,12.630000114440918,7.132354704566443,True,47.4216808911567,36.20335049103798,19.823787879984582,1.1684508885456415,5,Thu,7
WBD,2025-07-17,2025-07-24,SELL_MODERATE,3,12.84000015258789,13.5,-5.140185666423743,False,73.76414437105903,20.14314635135852,2.0667744869527658,1.0857360856116651,5,Thu,7
U,2025-07-17,2025-07-24,SELL_MODERATE,3,36.52000045776367,33.34000015258789,8.707558229232593,True,47.652821277591606,-4.492764185484976,7.601655673092345,1.0017452484925136,5,Thu,7
XP,2025-07-17,2025-07-24,SELL_MODERATE,3,18.1200008392334,16.649999618530273,8.112589142492094,True,46.86062335112584,153.89540045185552,-0.8752726553724782,1.3781336278299283,5,Thu,7
MRVL,2025-07-17,2025-07-24,SELL_MODERATE,3,72.01000213623047,74.04000091552734,-2.8190511305033272,False,40.19798974635726,-44.868946110259714,1.6372670248300456,0.7242117030298358,5,Thu,7
SOUN,2025-07-17,2025-07-24,SELL_MODERATE,3,12.640000343322754,11.960000038146973,5.379749103685747,True,60.27709896339217,8.89706732902189,7.3005146846013576,1.090843437049938,5,Thu,7
ZETA,2025-07-17,2025-07-24,SELL_MODERATE,3,15.899999618530272,15.890000343322754,0.06288852482653107,True,44.15738201078218,39.88352642492179,6.2124204068972,1.1491837699801382,5,Thu,7
NVDA,2025-07-17,2025-07-24,SELL_MODERATE,3,173.0,173.74000549316406,-0.4277488399792269,False,46.01752042558543,1.6027832934799813,0.9511611888054603,1.0062864318055411,5,Thu,7
DASH,2025-07-17,2025-07-24,SELL_MODERATE,3,235.0200042724609,243.69000244140625,-3.6890468944482406,False,40.09455592485292,51.282959556837305,0.22175022279782905,1.0710769066704584,5,Thu,7
AMD,2025-07-17,2025-07-24,SELL_MODERATE,3,160.41000366210938,162.1199951171875,-1.0660129767717499,False,48.79445021203856,-14.555822490547198,0.20614806801599428,0.9192745729028438,5,Thu,7
OUST,2025-07-17,2025-07-24,SELL_MODERATE,3,28.63999938964844,28.299999237060547,1.1871513960673576,True,46.901635856164816,57.63439470389542,-1.34344225894723,1.1301801068876178,5,Thu,7
SVM,2025-07-17,2025-07-24,SELL_MODERATE,3,4.619999885559082,4.769999980926514,-3.2467553914079725,False,60.98336169963026,-40.714206193678095,-1.0706678783299468,0.7051763601150303,5,Thu,7
BBAI,2025-07-17,2025-07-24,SELL_MODERATE,3,8.220000267028809,7.800000190734863,5.109489813261989,True,68.16623594286612,34.86009833199648,15.449443808289493,1.233541686930887,5,Thu,7
VNET,2025-07-17,2025-07-24,SELL_MODERATE,3,8.760000228881836,8.329999923706055,4.908679154574273,True,43.24586528295926,-4.113174427427657,-0.34129389193839244,0.956763194030939,5,Thu,7
